institute,institute_code,course,category,cutoff_rank,year,round
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","GM","50275","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","GMK","51122","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","GMR","55876","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","SCG","160545","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","STG","144035","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","EE Electrical","STR","153967","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","IP Ind.Prodn.","GM","192680","2023","R2"
"Basaveshwara Engineering College Bagalkot","E031","ME Mechanical","GM","203368","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CE Civil","SCG","183569","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","2AG","73874","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","2BG","76228","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","2BR","87742","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","3AG","72991","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","3BG","70553","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","GM","67095","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","SCG","66283","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","SCK","68456","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","CS Computers","STK","187028","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","2AG","110071","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","2BG","85841","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","2BR","92325","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","3AG","84825","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","3BG","94532","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","GM","81972","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","SCG","81785","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","SCR","88744","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","EC Electronics","STG","196367","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","ME Mechanical","SCG","112615","2023","R2"
"R.T.E Socity`s Rural Engineering College Hulkoti","E032","TX Textiles","SCG","202097","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CE Civil","SCG","159629","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","2AG","75247","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","2BG","65996","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","2BK","74304","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","3AG","59504","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","3BG","72042","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","GM","63163","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","GMR","63449","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","SCG","58547","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","SCR","61927","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","CS Computers","STG","122938","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","2AG","98618","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","2BG","88893","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","2BR","1036","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","3AG","6311","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","3AK","6966","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","3BK","101305","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","GMK","82378","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","SCK","79878","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","SCR","91538","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","STG","94186","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EC Electronics","STK","164472","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EE Electrical","2BG","145879","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EE Electrical","3AR","157454","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","EE Electrical","STG","199693","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","2AG","93057","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","2BG","90133","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","2BR","97405","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","3AG","93822","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","3BG","86704","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","3BK","137840","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","GM","80929","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","SCG","78008","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","SCR","89450","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","STG","147983","2023","R2"
"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","E033","IE Info.Science","STR","1744","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","1G","22343","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","1R","37061","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","2AG","16107","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","2BG","17134","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","3AG","20686","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","3AR","25732","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","3BG","14935","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","GM","14819","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","GMK","18780","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","GMR","15577","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","SCG","50697","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","AI Artificial Intelligence","STG","50202","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","1G","190136","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","2AG","162751","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","2BG","154695","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","3AG","171072","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","3BG","134598","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","GM","118262","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","GMR","1935","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","SCG","919","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","SCK","8623","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CE Civil","STK","164996","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","2AG","143495","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","2BG","160012","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","3AG","108203","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","GM","94026","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","GMR","1035","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","SCG","1719","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","SCK","4639","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CH Chemical","STK","158002","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","1G","13322","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","2AG","12241","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","2AR","13690","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","2BG","14015","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","3AG","12878","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","3BG","10912","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","GM","10164","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","GMK","10812","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","GMR","11339","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","SCG","37632","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","SCK","42724","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","SCR","45185","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","STG","29011","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","CS Computers","STR","36140","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","1G","24319","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","2AG","18657","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","2AR","23947","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","2BG","17432","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","3AG","17292","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","3BG","15935","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","3BR","19982","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","GM","15783","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","GMK","16211","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","GMR","19346","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","SCG","45804","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","SCK","86304","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","SCR","74312","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","STG","60755","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EC Electronics","STR","133384","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","1G","70947","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","2AG","35816","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","2AK","58829","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","2BG","51277","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","2BR","183623","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","3BG","30528","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","GM","29561","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","GMR","30540","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","SCG","97882","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","SCR","200788","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","EE Electrical","STG","99853","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","2AG","14825","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","2AR","16464","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","2BG","19495","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","3AG","13294","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","3BG","13635","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","GM","12508","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","GMK","13477","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","GMR","14261","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","SCG","46115","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","SCR","93091","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","IE Info.Science","STG","51677","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","1G","148012","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","2AG","1585","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","2AK","5318","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","2AR","6793","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","2BK","126428","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","3AK","168845","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","3BK","130680","2023","R2"
"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","E034","ME Mechanical","SCK","164700","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CA CS (AI, Machine Learning)","2BG","94437","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CA CS (AI, Machine Learning)","GM","117325","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CA CS (AI, Machine Learning)","SCG","85156","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CA CS (AI, Machine Learning)","SCR","107997","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","2AG","83630","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","2BG","97983","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","2BR","98719","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","3AG","82074","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","3BG","80679","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","GM","85066","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","CS Computers","SCG","76870","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","DS Comp. Sc. Engg- Data Sc.","2BG","137483","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","DS Comp. Sc. Engg- Data Sc.","3AG","127337","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","DS Comp. Sc. Engg- Data Sc.","GM","125638","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","DS Comp. Sc. Engg- Data Sc.","SCG","123460","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","DS Comp. Sc. Engg- Data Sc.","SCR","155546","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","2BG","1305","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","2BK","8413","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","2BR","2279","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","3AK","125011","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","3BK","119291","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","GMK","116899","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","SCK","115850","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","STG","1178","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","STK","6618","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EC Electronics","STR","1148","2023","R2"
"Anjuman Engineering College Bhatkala, Uttar kannada Dist","E035","EE Electrical","SCG","193594","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","2BG","138419","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","3BG","165405","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","GM","119085","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","SCG","1159","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","SCK","8815","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","SCR","272","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","BM Bio Medical","STK","183200","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CE Civil","SCG","200533","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","2AG","36988","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","2BG","29281","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","2BR","44479","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","3BG","35493","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","GM","22954","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","SCG","19602","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","SCK","25677","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","SCR","21944","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","STG","99343","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CF CS(Artificial Intel.)","STR","10728","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","1G","142838","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","2AG","187517","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","2BG","171710","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","3AG","173118","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","3BG","164855","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","GM","135052","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","GMK","201379","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CH Chemical","GMR","202772","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","1G","20058","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","2AG","18757","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","2AK","22558","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","2AR","22276","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","2BG","23222","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","3AG","21220","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","3BG","17632","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","3BR","20036","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","GM","16417","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","GMK","16436","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","GMR","18792","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","SCG","52588","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","SCK","58405","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","SCR","72081","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","STG","59581","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","CS Computers","STR","64640","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","1G","28791","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","2AG","27266","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","2AR","30969","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","2BG","24323","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","3AG","23370","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","3BG","23347","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","GM","22221","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","GMK","22321","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","GMR","24730","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","SCG","86846","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","SCK","90783","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","SCR","97186","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","STG","121504","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EC Electronics","STR","150538","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","1G","66436","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","1R","68781","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","2AG","54790","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","2AR","59086","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","3AG","95734","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","3BG","47869","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","3BK","51452","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","3BR","56269","2023","R2"
"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","E036","EE Electrical","GM","45222","2023","R2"
